Stock,Trend,Proba,CV,Entry,Target,Stop,ATR,Score
UGARSUGAR,Bearish,0.3472619887173177,0.47167487684729065,40.42,36.56,42.65,0.98,0.2738750955351851
IRFC,Bearish,0.33250187060795405,0.5587027914614122,116.69,105.55,123.14,1.87,0.2738090116746945
BANG,Bearish,0.3334117881743529,0.5525451559934318,53.08,48.01,56.02,3.03,0.2737371003073505
ANIKINDS,Bearish,0.33907492826685737,0.5180623973727422,67.7,61.24,71.44,4.27,0.2737097450508819
IDBI,Bearish,0.33145993291577036,0.5632183908045977,100.68,91.07,106.25,2.92,0.27354969176267024
BEPL,Bearish,0.3409222607570661,0.5057471264367815,91.38,82.66,96.43,1.5,0.2735215379407266
RTNPOWER,Bearish,0.33227795040100294,0.5566502463054187,9.99,9.04,10.54,0.27,0.27335181141363296
ANKITMETAL,Bearish,0.3326991001207535,0.5521346469622331,1.74,1.58,1.84,0.12,0.27309734014838205
SHREEPUSHK,Bearish,0.3278130471911542,0.582512315270936,400.98,362.7,423.15,19.52,0.2730698831528285
TEXRAIL,Bearish,0.3402628225672041,0.5012315270935961,127.92,115.7,134.99,2.77,0.27237787520773726
GLOBALVECT,Bearish,0.33301012970710714,0.5414614121510674,197.66,178.78,208.58,9.03,0.27193093186099243
OLECTRA,Bearish,0.35606714791392224,0.4084564860426929,1255.39,1135.53,1324.78,40.87,0.27181546316121913
AFCONS,Bearish,0.3455841366218505,0.46551724137931033,405.51,366.79,427.93,9.53,0.2717006315509721
RPPINFRA,Bearish,0.3523648203549634,0.42323481116584566,104.01,94.08,109.76,4.67,0.2710721154947461
NIVABUPA,Bearish,0.34256250973732116,0.4778325123152709,73.96,66.9,78.05,1.64,0.27101250770351615
INFIBEAM,Bearish,0.34255227438294233,0.4778325123152709,19.11,17.29,20.17,0.72,0.27100441017684995
MOL,Bearish,0.3402333967991174,0.48809523809523814,68.25,61.73,72.02,2.01,0.2705665584069172
GNFC,Bearish,0.31930098075686864,0.6165845648604269,492.28,445.28,519.49,8.72,0.2703310109659138
TEXMOPIPES,Bearish,0.34393712160958134,0.46428571428571425,49.91,45.14,52.67,1.69,0.27023630983609964
UTTAMSUGAR,Bearish,0.34162585179182026,0.4766009852216748,229.84,207.9,242.55,6.57,0.2701031980915623
VINATIORGA,Bearish,0.3527830471678255,0.4117405582922824,1567.22,1417.59,1653.85,29.04,0.26977186381946855
UBL,Bearish,0.3411509394198603,0.47577996715927745,1676.58,1516.5,1769.25,27.93,0.2696156767533313
ORCHPHARMA,Bearish,0.3340332664303225,0.5164203612479474,840.28,760.05,886.72,40.28,0.2694205919057051
VEEDOL,Bearish,0.31798060201311334,0.6165845648604269,1628.12,1472.67,1718.12,38.94,0.26921313365839283
RAMCOSYS,Bearish,0.33436532524587403,0.5119047619047619,577.9,522.72,609.84,25.64,0.2690844760312034
HLVLTD,Bearish,0.3332686591161331,0.5172413793103449,9.65,8.73,10.18,0.36,0.268913331838535
INDNIPPON,Bearish,0.3410720362621262,0.4708538587848932,852.76,771.34,899.9,35.39,0.26888125551633296
ELIN,Bearish,0.3476748038723044,0.4314449917898194,181.79,164.43,191.83,8.68,0.26860590348426805
JYOTHYLAB,Bearish,0.3276375348211545,0.5476190476190476,301.98,273.15,318.68,5.31,0.26835074280589793
ATL,Bearish,0.3229513047704241,0.5763546798029556,27.51,24.88,29.03,1.66,0.26822458120341625
PSUBNKBEES,Bearish,0.34341629718836586,0.4523809523809524,94.62,85.59,99.85,1.8,0.2681917749471048
SPLPETRO,Bearish,0.34203370700471303,0.4597701149425288,659.68,596.7,696.15,22.25,0.26812297491633824
IOB,Bearish,0.33903247505083206,0.4770114942528736,38.73,35.03,40.87,0.97,0.26810844004019824
TNPL,Bearish,0.320110056644271,0.5931855500821018,142.49,128.89,150.37,3.21,0.26801989800150045
LLOYDSENGG,Bearish,0.33020122425958753,0.5287356321839081,53.07,48.01,56.01,1.83,0.2679563957784699
STERTOOLS,Bearish,0.3318425804002094,0.518472906403941,278.6,252.0,294.0,9.06,0.26792610309159764
AYMSYNTEX,Bearish,0.33142702940387025,0.5184729064039408,164.34,148.65,173.43,8.54,0.26759059172066174
GULFPETRO,Bearish,0.3402067054642972,0.4651067323481117,37.33,33.77,39.4,1.03,0.2674169949191446
LAOPALA,Bearish,0.3211445283497286,0.5816912972085385,216.66,195.98,228.64,5.29,0.26740950792470836
ABAN,Bearish,0.3341461124027713,0.5004105090311987,34.3,31.02,36.19,1.04,0.2673717579209695
KPIL,Bearish,0.33672918255598694,0.4827586206896552,1195.79,1081.62,1261.89,31.31,0.2670610758202655
DIGITIDE,Bearish,0.31919351886780095,0.5895061728395062,138.3,125.1,145.95,6.16,0.26678273120185336
RPOWER,Bearish,0.33718650448909404,0.4770114942528736,39.25,35.51,41.42,1.83,0.26664863803275485
INFY,Bearish,0.3249006965111956,0.5517241379310345,1558.57,1409.76,1644.72,26.58,0.26664264058505016
KMEW,Bearish,0.3411802590005513,0.4523809523809524,2738.24,2476.8,2889.6,162.07,0.26644553560043055
VISHNU,Bearish,0.30948066012730524,0.6506568144499179,524.32,474.26,553.3,18.16,0.2662346762572992
INOXINDIA,Bearish,0.3211735982277466,0.5697865353037767,1174.1,1062.0,1239.0,32.0,0.2659043156427419
SHILPAMED,Bearish,0.34190300737758916,0.44376026272577995,344.77,311.85,363.82,13.94,0.2658309917787988
BALKRISIND,Bearish,0.3227725037195636,0.5578817733990147,2275.17,2057.94,2400.93,56.44,0.2656910609435422
PFC,Bearish,0.368283417376817,0.3017241379310345,360.24,325.84,380.15,6.68,0.2654180490750164
ASKAUTOLTD,Bearish,0.32513876307084455,0.5402298850574713,490.73,443.88,517.86,15.19,0.26534312848310304
ABREL,Bearish,0.3213471422642464,0.5632183908045977,1737.07,1571.22,1833.09,51.06,0.2652037335008378
APOLLO,Bearish,0.3538314033099612,0.37315270935960587,262.88,237.78,277.41,11.02,0.2651121007066261
CENTEXT,Bearish,0.33698091780216016,0.46633825944170776,23.87,21.59,25.19,1.32,0.26504738855046756
GENCON,Bearish,0.32353328880792165,0.5459770114942529,42.39,38.34,44.73,2.5,0.26477666854165544
NIITLTD,Bearish,0.3396694548446459,0.4482758620689655,96.08,86.9,101.39,2.51,0.2647079199823792
PRUDMOULI,Bearish,0.30799538596204845,0.646551724137931,23.86,21.58,25.18,1.57,0.26445121070534505
BAJFINANCE,Bearish,0.32552132094395936,0.528735632183908,1028.63,930.42,1085.49,21.94,0.2641586811338337
KICL,Bearish,0.332048235451625,0.4876847290640394,5129.23,4639.5,5412.75,188.28,0.2640028827679422
FOSECOIND,Bearish,0.3230492971164796,0.5402298850574713,5099.87,4612.95,5381.78,148.84,0.26363793212954084
SURAJEST,Bearish,0.33806223651909895,0.44950738916256155,264.57,239.31,279.19,8.62,0.26362193123632194
GLAXO,Bearish,0.331330830283133,0.4889162561576355,2488.5,2250.9,2626.05,54.98,0.2635957098065319
COLPAL,Bearish,0.3315329786555275,0.48727422003284065,2157.96,1951.92,2277.24,29.59,0.2635387766291311
IDFCFIRSTB,Bearish,0.3389684715759843,0.44334975369458124,79.85,72.23,84.26,1.55,0.2634937182989671
FINIETF,Bearish,0.32450588882767684,0.5291461412151067,32.75,29.62,34.56,0.48,0.2633879488465036
MIDSMALL,Bearish,0.3301083530542826,0.49384236453201974,49.3,44.59,52.03,0.51,0.26327360768220864
SHALPAINTS,Bearish,0.3470023716083228,0.39655172413793105,66.44,60.09,70.11,2.67,0.26324317846148626
LOWVOL,Bearish,0.3390218316319521,0.44047619047619047,214.52,194.04,226.38,1.26,0.26314551693337235
IDEAFORGE,Bearish,0.3323446272074929,0.4778325123152709,461.38,417.33,486.89,15.57,0.2629288035937111
OAL,Bearish,0.33447316003936134,0.46469622331691296,314.07,284.08,331.43,11.73,0.2628552617320827
WCIL,Bearish,0.3291915176113773,0.4942528735632184,117.42,106.21,123.91,4.76,0.2625964519796504
GRAVITA,Bearish,0.31723349613032686,0.5689655172413793,1811.7,1638.72,1911.84,59.28,0.2625380657630291
CENTUM,Bearish,0.3261395484310147,0.5119047619047619,2365.41,2139.57,2496.17,88.12,0.2624646842135309
GSPL,Bearish,0.32412705968619393,0.5238095238095238,286.86,259.47,302.71,6.04,0.2623885721269189
EIDPARRY,Bearish,0.32481085715388447,0.5172413793103449,1024.75,926.91,1081.4,23.22,0.26208876060003095
OMINFRAL,Bearish,0.3046383699272216,0.6461412151067324,106.86,96.66,112.77,3.43,0.26151878456149663
IOC,Bearish,0.33070031947890544,0.4766009852216749,161.14,145.75,170.05,3.09,0.26146503091805084
TIMKEN,Bearish,0.3036443864448995,0.6527093596059114,3104.4,2808.0,3276.0,89.85,0.2614632450766918
ITCHOTELS,Bearish,0.345206933233744,0.3928571428571428,208.91,188.96,220.46,4.3,0.26137096373412044
RACLGEAR,Bearish,0.32378781278162927,0.5180623973727422,1058.78,957.69,1117.3,49.14,0.26136960388086855
RVHL,Bearish,0.3237780959912486,0.5176518883415435,55.72,50.4,58.8,3.18,0.2613085947121489
SUNDARMFIN,Bearish,0.3303552529264239,0.4766009852216749,4631.82,4189.59,4887.86,114.12,0.26119220736301
AIIL,Bearish,0.335332230625554,0.4466338259441707,2695.16,2437.83,2844.13,100.34,0.26110762522600606
ASTRAL,Bearish,0.3294495068244242,0.4778325123152709,1447.72,1309.5,1527.75,32.53,0.2606383783054312
HARDWYN,Bearish,0.33655208182008456,0.4351395730706076,16.58,14.99,17.49,0.86,0.26051010077173703
ASTRAZEN,Bearish,0.32438174653643137,0.5045155993431856,8942.56,8088.75,9436.88,224.82,0.2600913084297856
BOSCHLTD,Bearish,0.34605461866234805,0.37766830870279144,36023.98,32584.5,38015.25,698.82,0.2599103162170082
GINNIFILA,Bearish,0.33791027440201943,0.42241379310344834,39.5,35.73,41.69,2.17,0.2598413489367253
SUMMITSEC,Bearish,0.3146728765257385,0.5640394088669951,2068.01,1870.56,2182.32,61.2,0.2597988872202649
SUMMITSEC,Bearish,0.3146728765257385,0.5640394088669951,2068.01,1870.56,2182.32,61.2,0.2597988872202649
DIAMINESQ,Bearish,0.32661852315013273,0.48645320197044334,256.56,232.07,270.74,12.19,0.25952496445377543
CLSEL,Bearish,0.3158791848508338,0.5525451559934318,258.15,233.51,272.42,8.51,0.2593425162978931
PIIND,Bearish,0.33554796801062076,0.42980295566502463,3409.07,3083.58,3597.51,67.01,0.2590165841737156
BBOX,Bearish,0.3092924294405529,0.5935960591133006,554.12,501.21,584.75,19.63,0.25901336455612806
AFIL,Bearish,0.32720105800964777,0.4761904761904761,7.17,6.49,7.57,0.38,0.2586446458552454
PSB,Bearish,0.32084611727290613,0.5119047619047619,29.82,26.97,31.47,0.82,0.2582047324720054
NUVOCO,Bearish,0.3599261438922814,0.2926929392446634,352.93,319.23,372.44,13.78,0.2580948227221006
GRAPHITE,Bearish,0.31686553795706146,0.5357142857142857,551.08,498.46,581.54,20.28,0.2580190809078929
AZAD,Bearish,0.31333082750740876,0.5578817733990148,1670.21,1510.74,1762.53,47.71,0.25791911958861086
GODREJAGRO,Bearish,0.31677649829754495,0.5344827586206896,592.42,535.86,625.17,16.7,0.2577905296490366
DIXON,Bearish,0.3464008795317539,0.36042692939244664,14547.9,13158.9,15352.05,351.31,0.2577814098584415
JAGSNPHARM,Bearish,0.30293296052625673,0.6268472906403941,201.87,182.59,213.02,5.92,0.25771685853637705
BASF,Bearish,0.31754164551091546,0.5287356321839081,4150.34,3754.08,4379.76,84.71,0.2576832203801222
J&KBANK,Bearish,0.30949590780393205,0.5800492610837439,106.75,96.56,112.65,2.56,0.25750669373440455
TVSELECT,Bearish,0.3204221001116746,0.5061576354679803,552.87,500.09,583.43,33.07,0.2571268970846886
HINDZINC,Bearish,0.31322939114893145,0.5517241379310345,472.18,427.09,498.28,10.19,0.25706412101188164
NCC,Bearish,0.31672287937666266,0.528735632183908,173.76,157.17,183.36,4.13,0.2570187963677285
GODFRYPHLP,Bearish,0.2949903737762962,0.6781609195402298,2920.62,2641.77,3082.07,76.22,0.25701460152003736
NOCIL,Bearish,0.3098589724672325,0.5697865353037767,170.21,153.96,179.62,5.01,0.2565367716222966
KPIGREEN,Bearish,0.3206447767245593,0.5,429.64,388.62,453.39,13.05,0.25651582137964746
TCIEXP,Bearish,0.3282984182805271,0.4523809523809524,578.59,523.35,610.58,17.86,0.25638543141907827
LODHA,Bearish,0.30619612698622983,0.5927750410509031,1147.53,1037.97,1210.97,25.93,0.2563198448892939
MEDIASSIST,Bearish,0.32202517191668517,0.48809523809523814,479.59,433.8,506.1,15.64,0.2560866843337449
TVSHLTD,Bearish,0.3343472359489835,0.4113300492610838,14318.05,12951.0,15109.5,461.45,0.25561916758267117
MUTHOOTCAP,Bearish,0.3127995145579231,0.5410509031198686,270.04,244.26,284.97,8.98,0.2553758926735622
KEEPLEARN,Bearish,0.30730629474713933,0.5755336617405583,2.41,2.18,2.54,0.22,0.2551298236849814
GENUSPOWER,Bearish,0.3167251006633925,0.5127257799671593,317.5,287.19,335.06,10.13,0.2549923101071615
RML,Bearish,0.31501623275909035,0.5233990147783252,773.71,699.84,816.48,19.3,0.2549614140015692
JNKINDIA,Bearish,0.3362460279902497,0.39490968801313625,247.95,224.28,261.66,11.3,0.25486234239786415
IFGLEXPOR,Bearish,0.32119427736476147,0.4811165845648604,215.06,194.53,226.95,9.17,0.2545293239018619
SESHAPAPER,Bearish,0.3053532462517902,0.5833333333333334,242.93,219.73,256.36,6.28,0.25446103854315855
LAXMIDENTL,Bearish,0.31618777700076744,0.5114942528735632,275.91,249.57,291.16,10.74,0.2544039585063646
JTLIND,Bearish,0.31862757613688303,0.4946633825944171,65.78,59.5,69.42,3.03,0.2542219035220221
GOPAL,Bearish,0.295360631199582,0.6510673234811165,327.6,296.32,345.71,8.1,0.2541362409664712
INDIQUBE,Bearish,0.3109410125833422,0.5392156862745098,224.56,203.12,236.97,7.57,0.25363031614641246
CINEVISTA,Bearish,0.3350519973292735,0.3883415435139573,16.73,15.13,17.65,1.14,0.2530770423176778
OBEROIRLTY,Bearish,0.3056208635630919,0.569376026272578,1641.75,1485.0,1732.5,38.78,0.25297779527447395
CELLO,Bearish,0.33573038695229696,0.3834154351395731,593.82,537.12,626.64,17.49,0.25292791713253504
DDEVPLSTIK,Bearish,0.3232670587595513,0.4548440065681445,269.79,244.03,284.71,11.56,0.25277466893480843
MAHLOG,Bearish,0.31306215949661026,0.5172413793103448,323.13,292.28,340.99,9.98,0.2526087769731269
INTLCONV,Bearish,0.3202220128010663,0.47126436781609193,87.3,78.97,92.13,3.12,0.2524968974500362
LIBERTSHOE,Bearish,0.31377060840470195,0.5110837438423644,297.01,268.65,313.42,9.14,0.25240758794328977
SETUINFRA,Bearish,0.30226762294200094,0.5870279146141216,0.44,0.4,0.46,0.04,0.2523363867056047
UTINEXT50,Bearish,0.3171013341796692,0.48809523809523814,73.88,66.82,77.96,1.34,0.25217106099049885
IXIGO,Bearish,0.31656539355746405,0.48891625615763545,269.5,243.77,284.39,10.92,0.2518488229533519
GRWRHITECH,Bearish,0.33197672063844386,0.39614121510673234,3852.44,3484.62,4065.39,158.41,0.25178989698341087
TAJGVK,Bearish,0.2939622036460239,0.6395730706075534,402.68,364.23,424.94,8.34,0.2515814458789945
STEL,Bearish,0.3116903723203106,0.5172413793103449,477.6,432.0,504.0,28.29,0.2515018866308713
DENORA,Bearish,0.3159136494342198,0.48973727422003277,710.48,642.64,749.75,25.88,0.251434065485659
KILITCH,Bearish,0.3152918146453104,0.49261083743842365,340.49,307.98,359.31,16.18,0.2513015547271489
TIIL,Bearish,0.3016285699966923,0.5816912972085385,2362.83,2137.23,2493.43,83.26,0.25115902766062836
SHYAMMETL,Bearish,0.30773000139418233,0.5398193760262726,807.79,730.66,852.44,25.51,0.251085447771378
GEECEE,Bearish,0.3183486142327891,0.4708538587848932,363.18,328.5,383.25,14.14,0.2509674379198063
MAXESTATES,Bearish,0.3086921265501955,0.5299671592775042,472.67,427.54,498.8,15.65,0.2506539516897729
AXISCADES,Bearish,0.3206195820364002,0.4544334975369458,1411.01,1276.29,1489.0,61.41,0.2506518604392941
GMBREW,Bearish,0.30406405983166673,0.5587027914614122,1020.27,922.86,1076.67,60.28,0.25039101150341686
PATELRMART,Bearish,0.31372163453643265,0.4939393939393939,256.72,232.21,270.91,8.96,0.25021677033330025
QUICKHEAL,Bearish,0.31168216167617496,0.5069786535303776,298.0,269.55,314.48,9.45,0.25021577806811485
VIJAYA,Bearish,0.31093749916188285,0.5106732348111659,989.03,894.6,1043.7,28.01,0.25007748290556686
XTGLOBAL,Bearish,0.3190181817076075,0.45935960591133007,34.14,30.88,36.03,2.1,0.2500285355156667
NCLIND,Bearish,0.3311587306878182,0.3871100164203613,198.45,179.5,209.42,5.01,0.24997318308241384
HERANBA,Bearish,0.30211279239769206,0.5673234811165846,254.42,230.13,268.48,7.98,0.24982594786777954
BIOCON,Bearish,0.3156864674055121,0.4761904761904762,396.46,358.61,418.37,9.39,0.24954263613959526
ASIANPAINT,Bearish,0.31336362281341335,0.4889162561576355,2848.29,2576.34,3005.73,48.34,0.24930160140081897
KSB,Bearish,0.31247748627500554,0.4942528735632184,737.89,667.44,778.68,20.66,0.24926364997109637
JUBLPHARMA,Bearish,0.3007033357447574,0.5710180623973727,1093.9,989.46,1154.37,32.01,0.24910481590021363
PRITIKAUTO,Bearish,0.30748809074260547,0.5250410509031199,14.65,13.25,15.46,0.49,0.24907040256703988
BALRAMCHIN,Bearish,0.31017874013215235,0.5057471264367815,447.25,404.55,471.98,10.62,0.24885604668073832
IRB,Bearish,0.3091110316791832,0.5114942528735632,42.93,38.84,45.31,0.94,0.24871002548899798
TRITURBINE,Bearish,0.3087907172883184,0.5127257799671593,531.33,480.6,560.7,12.76,0.24860441492029972
SPANDANA,Bearish,0.28887467458106214,0.6506568144499179,263.97,238.77,278.56,12.72,0.24850811496390549
BAJAJ-AUTO,Bearish,0.31031695186886105,0.5,8918.68,8067.15,9411.68,149.08,0.24825356149508884
MTEDUCARE,Bearish,0.2987051370312005,0.5755336617405583,1.95,1.76,2.06,0.12,0.24798902673723314
SALSTEEL,Bearish,0.2952435807154157,0.5997536945812808,40.59,36.71,42.83,1.15,0.24797551976344026
COASTCORP,Bearish,0.3143887421161641,0.4700328407224959,43.39,39.25,45.79,2.46,0.24774245868891157
WABAG,Bearish,0.3042888180106963,0.535303776683087,1381.76,1249.83,1458.13,28.26,0.24772807219984108
VLEGOV,Bearish,0.28816080537600564,0.6473727422003285,23.31,21.09,24.6,1.37,0.24751546353397136
JINDWORLD,Bearish,0.29432759068850506,0.5989326765188835,32.98,29.84,34.81,0.97,0.24710951907887133
PTC,Bearish,0.29481209517505974,0.5935960591133006,158.06,142.97,166.79,2.58,0.24688697625497616
MATRIMONY,Bearish,0.29805683359526175,0.5701970443349754,488.1,441.49,515.08,13.2,0.246814550381101
MARKSANS,Bearish,0.30652773189482446,0.5123152709359605,189.25,171.18,199.71,5.78,0.24673217434292766
XCHANGING,Bearish,0.29888153226256897,0.5582922824302134,85.97,77.76,90.72,2.08,0.24607422048678504
AVADHSUGAR,Bearish,0.3115445791019075,0.4708538587848932,377.8,341.73,398.69,11.01,0.24560353436260393
LTFOODS,Bearish,0.30071185772750125,0.5410509031198686,401.78,363.42,423.99,9.83,0.24550728351742795
TRENT,Bearish,0.3129832225804339,0.4597701149425288,4244.77,3839.49,4479.41,80.24,0.24535006643661597
RESPONIND,Bearish,0.3054497527589142,0.5053366174055829,213.51,193.12,225.31,9.44,0.24501182959397302
IPL,Bearish,0.3208247714831519,0.4072249589490969,176.39,159.55,186.14,5.58,0.24475400464872313
SOMANYCERA,Bearish,0.3020537781831272,0.5242200328407225,424.47,383.94,447.93,12.31,0.2445693235174056
SBGLP,Bearish,0.29958807676659116,0.5402298850574713,30.05,27.18,31.71,1.78,0.24449141897043647
KARMAENG,Bearish,0.2861741849365937,0.6354679802955665,52.36,47.36,55.25,3.29,0.24444632348771106
RELTD,Bearish,0.31062311375339546,0.46428571428571425,150.44,136.08,158.76,8.03,0.24406101794909643
TIRUMALCHM,Bearish,0.32251207182765873,0.3908045977011494,235.86,213.35,248.9,8.25,0.2439229232903442
HCC,Bearish,0.30206796940911396,0.5172413793103448,23.94,21.65,25.26,0.84,0.2437376029025264
FAIRCHEMOR,Bearish,0.296715108086865,0.5529556650246307,647.94,586.08,683.76,27.91,0.24365718481813003
SEAMECLTD,Bearish,0.29652533723612157,0.5537766830870279,906.64,820.08,956.76,30.47,0.24359872942402566
ENIL,Bearish,0.31851808201639953,0.4084564860426929,123.38,111.6,130.2,4.41,0.24315115981843044
SWELECTES,Bearish,0.3145058880668653,0.4322660098522168,702.17,635.13,740.99,27.01,0.2430836149639959
TIL,Bearish,0.3001773452283164,0.5238095238095238,274.32,248.13,289.49,11.88,0.24300070804197044
IITL,Bearish,0.3111337752571505,0.4523809523809524,169.2,153.05,178.55,9.29,0.2429806625817747
KALAMANDIR,Bearish,0.29986405013324047,0.5233990147783252,163.79,148.15,172.84,6.56,0.24269784944281483
ROLTA,Bearish,0.28686132266873277,0.6149425287356322,1.76,1.59,1.86,0.08,0.2426780844645831
PRIMESECU,Bearish,0.30152486559968483,0.5119047619047619,297.11,268.74,313.53,11.48,0.2426557251730797
KAKATCEM,Bearish,0.3015666923341642,0.5106732348111659,137.89,124.72,145.51,4.51,0.24254083071473503
STALLION,Bearish,0.325677146202233,0.3608374384236453,168.11,152.05,177.4,15.37,0.2424128905968345
NSLNISP,Bearish,0.30902795267991506,0.4552545155993431,41.81,37.82,44.12,1.3,0.2416913199695296
MIDCAPETF,Bearish,0.30666655131445264,0.46962233169129713,22.71,20.54,23.96,0.47,0.2416069151406804
MINDACORP,Bearish,0.30701077645295666,0.46592775041050905,574.16,519.34,605.9,16.56,0.24142440204157792
HEXT,Bearish,0.2976084005204843,0.5238095238095237,741.23,670.46,782.2,21.95,0.24092108613563015
BEL,Bearish,0.31836052803756576,0.39080459770114945,410.98,371.74,433.7,7.77,0.24078302005599803
STARCEMENT,Bearish,0.32917275618653563,0.32594417077175697,225.37,203.85,237.82,6.0,0.240420430134271
