Stock,Trend,Proba,CV,Entry,Target,Stop,ATR,Score
TECHNOE,Bullish,0.6191967141975917,0.5919540229885057,1215.85,1330.78,1149.31,35.82,0.5181324229147665
TVSMOTOR,Bullish,0.6551350354964733,0.4761904761904762,3576.69,3914.79,3380.95,65.45,0.5178686471067361
MVGJL,Bullish,0.619787885894918,0.5886699507389163,195.52,214.01,184.82,6.64,0.5178129332402861
HITECH,Bullish,0.674246733142027,0.41954022988505746,101.8,111.42,96.23,4.12,0.5176974916538782
SOLARA,Bullish,0.6779039784486647,0.4072249589490969,523.0,572.44,494.38,20.29,0.5171661549872736
POKARNA,Bullish,0.66167014166579,0.4532019704433498,945.81,1035.21,894.04,40.59,0.5169501697940605
ATGL,Bullish,0.6647849375587392,0.4429392446633826,614.0,672.05,580.4,11.75,0.5166546977775883
SAKSOFT,Bullish,0.6399303952332583,0.5168308702791461,204.32,223.63,193.14,8.05,0.5162525503745481
NATCOPHARM,Bullish,0.6448981535000491,0.5004105090311987,888.67,972.68,840.04,30.23,0.5160244174065253
ALMONDZ,Bullish,0.6036939168052731,0.6354679802955664,16.98,18.59,16.05,0.8,0.5156676116947504
SANGAMIND,Bullish,0.6782662153577912,0.40024630541871914,454.56,497.53,429.68,14.64,0.5155491479295919
KOLTEPATIL,Bullish,0.6457101628113571,0.4950738916256158,382.1,418.22,361.19,12.35,0.5152957949529057
NECLIFE,Bullish,0.6019306991485319,0.6391625615763546,16.39,17.94,15.49,1.1,0.5150510465128079
ZENITHSTL,Bullish,0.645766623131113,0.49384236453201974,7.84,8.58,7.41,0.4,0.5150227403198384
TEAMGTY,Bullish,0.5955450473339392,0.6547619047619048,270.34,295.9,255.55,10.83,0.5133031122259191
HATSUN,Bullish,0.6333709270890324,0.5233990147783252,1070.63,1171.83,1012.04,35.31,0.512624843944473
ITETF,Bullish,0.6387235588666573,0.5057471264367815,39.4,43.12,37.24,0.57,0.512447177113709
CUPID,Bullish,0.6366522806491919,0.5114942528735632,333.71,365.25,315.45,14.27,0.5122489614418785
FMCGIETF,Bullish,0.6458925173421071,0.48193760262725777,59.68,65.32,56.41,0.6,0.5120474669503601
HDFCNIFIT,Bullish,0.6378095560759139,0.5061576354679803,39.77,43.53,37.59,0.64,0.511818604358455
OCCLLTD,Bullish,0.6630452799392803,0.42857142857142855,103.86,113.67,98.17,5.05,0.5114920730960162
RHIM,Bullish,0.6461009256920995,0.4782430213464696,468.38,512.65,442.75,13.35,0.5112578589343559
NELCAST,Bullish,0.6447392839839254,0.48193760262725777,112.61,123.26,106.45,4.71,0.5111332123274864
CEATLTD,Bullish,0.6389155420356258,0.5,3892.36,4260.3,3679.35,103.95,0.5111324336285007
PILANIINVS,Bullish,0.6522352297067295,0.45894909688013136,5145.1,5631.45,4863.52,153.0,0.5110782456749611
EVIETF,Bullish,0.6288896613848163,0.529967159277504,31.54,34.52,29.81,0.53,0.5106501437681308
HBSL,Bullish,0.6200445791139079,0.5587027914614121,78.89,86.35,74.58,4.81,0.5105950023409274
ORIENTELEC,Bullish,0.6289752658931347,0.5291461412151067,186.38,203.99,176.18,10.24,0.51051309348272
EQUAL50ADD,Bullish,0.6364398136512577,0.505336617405583,347.26,380.08,328.25,3.5,0.5105104252358611
ARVSMART,Bullish,0.647424619597232,0.46962233169129725,584.16,639.38,552.19,14.08,0.5100727955381804
GATECHDVR,Bullish,0.6215885254751898,0.5513136288998358,0.51,0.56,0.48,0.02,0.5100292055500039
ESG,Bullish,0.6394879568765923,0.49384236453201974,44.72,48.95,42.28,0.46,0.51001527201143
VIJIFIN,Bullish,0.6032377087760709,0.6116584564860427,2.61,2.86,2.47,0.2,0.5095328036033019
PNGJL,Bullish,0.6323879173998339,0.5119047619047619,632.65,692.45,598.02,18.61,0.5089217049551045
KPITTECH,Bullish,0.6035561971830647,0.6038587848932676,1233.64,1350.25,1166.12,29.14,0.5079188030481456
KOTHARIPRO,Bullish,0.6305947245469656,0.513136288998358,81.05,88.72,76.62,3.71,0.507789249454568
ADANIPOWER,Bullish,0.6462067104106097,0.46387520525451564,149.03,163.12,140.88,4.05,0.5076277344177926
BCG,Bullish,0.6225457007706567,0.5357142857142857,13.09,14.32,12.37,0.48,0.5069300706275348
DMART,Bullish,0.633159291861331,0.5008210180623974,4033.37,4414.63,3812.64,63.06,0.506735367575062
GOYALALUM,Bullish,0.6387631110304408,0.4831691297208538,6.96,7.62,6.58,0.34,0.5067101132000097
CHOLAFIN,Bullish,0.6260376669699528,0.5229885057471265,1735.33,1899.37,1640.36,39.31,0.5065868017779848
PRAKASHSTL,Bullish,0.6360643291634117,0.4901477832512316,4.6,5.04,4.35,0.17,0.5063448058758981
MOMOMENTUM,Bullish,0.6658245050342249,0.40024630541871925,65.85,72.07,62.24,0.95,0.5060922222994132
HGM,Bullish,0.6311275005159924,0.503030303030303,72.65,79.52,68.68,3.86,0.5056670034437224
TECHM,Bullish,0.6317736614519931,0.5004105090311987,1527.9,1672.33,1444.29,26.71,0.5055226686790742
HDBFS,Bullish,0.6411147831207817,0.4698067632850242,776.41,849.8,733.92,13.23,0.5051488943333309
ARTEMISMED,Bullish,0.6810559486932465,0.3526272577996716,287.69,314.89,271.95,9.02,0.5046971258542893
SELMC,Bullish,0.6398754764500786,0.47126436781609193,31.15,34.1,29.45,1.8,0.5045454906261538
MAZDOCK,Bullish,0.6377962332155007,0.4774220032840722,2697.92,2952.95,2550.28,60.2,0.5044769220688123
GALAPREC,Bullish,0.6145043650337739,0.5521346469622331,758.32,830.0,716.82,22.5,0.504418279278134
DIAMONDYD,Bullish,0.6105536915492294,0.5648604269293924,1094.04,1197.46,1034.17,29.64,0.5042832624782634
PVRINOX,Bullish,0.6434845763878978,0.45894909688013136,1078.36,1180.3,1019.35,31.48,0.5042214119085465
RACE,Bullish,0.6173786056897852,0.5414614121510674,163.4,178.85,154.46,10.76,0.5041418400813303
VIDHIING,Bullish,0.6395095827128618,0.4704433497536946,364.01,398.42,344.09,14.0,0.5040469617441276
ALPSINDUS,Bullish,0.6209097093706307,0.5287356321839081,1.89,2.07,1.79,0.13,0.5038646607076612
NIPPOBATRY,Bullish,0.627712368195644,0.506568144499179,422.2,462.11,399.1,11.65,0.5038190567718075
ESSARSHPNG,Bullish,0.6480508975212329,0.44334975369458124,29.9,32.72,28.26,1.85,0.5037558208317761
VETO,Bullish,0.6682123170089942,0.3846469622331692,113.42,124.15,107.22,3.38,0.5037377253511153
LICNETFN50,Bullish,0.6291434285335631,0.5,292.66,320.32,276.64,3.11,0.5033147428268505
REFEX,Bullish,0.6146657801377354,0.5459770114942529,362.1,396.33,342.28,13.35,0.503036822365595
INDOAMIN,Bullish,0.6178745799710652,0.5353037766830869,124.6,136.38,117.78,3.36,0.503024986452634
HAPPSTMNDS,Bullish,0.6213262314265664,0.5229885057471265,504.26,551.93,476.66,10.27,0.5027743297980491
GALAXYSURF,Bullish,0.6909930102015662,0.3185550082101806,2038.94,2231.68,1927.36,41.38,0.5026435197361147
LOWVOLIETF,Bullish,0.6369516548228151,0.47003284072249585,23.23,25.42,21.95,0.37,0.5019262711813941
GODAVARIB,Bullish,0.5943691228795164,0.6108374384236454,252.61,276.49,238.78,10.64,0.5018466387268429
ADFFOODS,Bullish,0.6073417252027535,0.5644499178981937,210.94,230.88,199.4,6.59,0.5015306298923887
SILINV,Bullish,0.672454750233537,0.3645320197044335,553.76,606.1,523.45,25.23,0.5015253654451108
DATAPATTNS,Bullish,0.5828053890965197,0.6506568144499179,3025.05,3311.0,2859.5,104.38,0.5013657526234263
VIRINCHI,Bullish,0.6246922046189127,0.5061576354679803,24.33,26.63,23.0,1.0,0.501292414445423
PASHUPATI,Bullish,0.6359183002078421,0.4700328407224959,824.1,902.0,779.0,19.12,0.5011119741703505
AVG,Bullish,0.6340254629212847,0.47577996715927745,200.99,219.99,189.99,8.97,0.5010779233235046
ADANIENSOL,Bullish,0.6469002022233838,0.4359605911330049,1002.14,1096.87,947.29,25.71,0.500949319160177
ARENTERP,Bullish,0.6172876661360482,0.528735632183908,56.5,61.84,53.41,3.02,0.500925393439138
MAPMYINDIA,Bullish,0.6251397768284747,0.5004105090311987,1682.37,1841.4,1590.3,39.47,0.5002144716724395
MODTHREAD,Bullish,0.5877916133826004,0.6247947454844007,45.55,49.85,43.05,2.09,0.4995746126220591
ASHIANA,Bullish,0.637058919124076,0.45935960591133007,301.75,330.28,285.24,8.69,0.49929100508689894
TASTYBITE,Bullish,0.594515411800157,0.599343185550082,8416.88,9212.5,7956.25,219.33,0.4992367513868642
JAYBARMARU,Bullish,0.6315128717817075,0.4757799671592775,92.75,101.52,87.68,3.95,0.49909219242780917
AXSENSEX,Bullish,0.6101687272030274,0.5406403940886699,88.76,97.15,83.9,1.07,0.4980539807760672
KHAITANLTD,Bullish,0.6205670271377413,0.5061576354679803,104.12,113.96,98.42,6.14,0.49798211192481795
AXISCETF,Bullish,0.6451006759485063,0.42857142857142855,129.15,141.36,122.08,1.3,0.49764909287456194
ABFRL,Bullish,0.6147316211430093,0.5238095238095238,78.52,85.94,74.22,2.08,0.49763988378243607
PPLPHARMA,Bullish,0.6038745152754197,0.5587027914614122,188.34,206.14,178.03,4.32,0.4972792601159655
HDFCVALUE,Bullish,0.6085172548946043,0.5426929392446634,139.37,152.55,131.75,1.57,0.49720555999270133
NILAINFRA,Bullish,0.604321320388811,0.5566502463054187,10.04,10.99,9.49,0.36,0.49715103697010565
MOMENTUM,Bullish,0.6326052908310797,0.46428571428571425,32.73,35.83,30.94,0.52,0.49704701422441977
NEWGEN,Bullish,0.5802425833655915,0.6399835796387521,886.41,970.2,837.9,28.22,0.49668384024381423
NILKAMAL,Bullish,0.6332317685448847,0.45894909688013136,1423.48,1558.04,1345.58,26.9,0.4961875204427241
VSTTILLERS,Bullish,0.6165580736983723,0.5098522167487685,5705.89,6245.25,5393.62,199.31,0.49567624447080966
TOLINS,Bullish,0.6226002768598254,0.4889162561576355,150.02,164.2,141.81,7.57,0.4953199246939005
RRKABEL,Bullish,0.6027653435191285,0.5525451559934318,1447.2,1584.0,1368.0,44.14,0.4948812344163616
EVINDIA,Bullish,0.6120882442530544,0.5176518883415434,31.58,34.56,29.85,0.46,0.49399240073953404
PENIND,Bullish,0.6068046874757362,0.5348932676518884,230.8,252.61,218.17,9.63,0.4939131093295935
SASTASUNDR,Bullish,0.6223202730906503,0.4827586206896552,328.74,359.81,310.75,12.99,0.49356435452017094
COUNCODOS,Bullish,0.6153754328294213,0.5049261083743842,6.28,6.88,5.94,0.29,0.49351290869275755
MOLDTKPAC,Bullish,0.6567188721602708,0.37520525451559933,610.69,668.42,577.27,23.77,0.49259307192579915
SINCLAIR,Bullish,0.6415423243090808,0.41912972085385886,85.89,94.01,81.19,2.89,0.4924811767068888
TATACONSUM,Bullish,0.5817913356271364,0.6153530377668308,1183.89,1295.8,1119.1,23.19,0.4922776276661139
EPACK,Bullish,0.6337666160712614,0.44170771756978655,264.06,289.03,249.61,11.33,0.4922358118254625
YATRA,Bullish,0.60107967728039,0.5467980295566502,174.57,191.07,165.01,10.32,0.4921154796256198
LATENTVIEW,Bullish,0.5942154373939574,0.569376026272578,503.2,550.77,475.67,18.57,0.4918620722336518
BOROLTD,Bullish,0.5905268955039129,0.58128078817734,324.41,355.08,306.66,9.56,0.4916209130057206
USK,Bullish,0.5900772260358378,0.5816912972085385,24.55,26.87,23.21,1.43,0.4913434504479037
VARROC,Bullish,0.6252644108321654,0.46428571428571425,662.9,725.56,626.62,20.31,0.49127917993955855
PRIVISCL,Bullish,0.6209455989077621,0.4770114942528736,3142.03,3439.04,2970.08,102.62,0.49104663453855213
NELCO,Bullish,0.6095667125303703,0.5114942528735632,867.47,949.47,819.99,22.08,0.49045597559914855
DCAL,Bullish,0.5977745349775503,0.5463875205254515,242.15,265.04,228.9,10.24,0.48931133938638555
AJANTPHARM,Bullish,0.5886366552110364,0.5763546798029556,2560.94,2803.02,2420.79,53.85,0.4888873895003977
VINYLINDIA,Bullish,0.6130435984790247,0.4930213464696223,256.17,280.39,242.15,8.33,0.4887235912340993
NIFITETF,Bullish,0.5914370258090065,0.5652709359605911,391.31,428.3,369.89,5.39,0.48859107994172607
INDOBORAX,Bullish,0.6126567024698706,0.493431855500821,245.17,268.34,231.75,10.3,0.4885157548758114
NRBBEARING,Bullish,0.6121211182885691,0.493431855500821,287.43,314.6,271.7,7.54,0.4880886946484879
PRESTIGE,Bullish,0.6064708796836753,0.5119047619047619,1678.35,1837.0,1586.5,45.64,0.4880646603168625
UMIYA-MRO,Bullish,0.5846161738320841,0.5870279146141215,92.77,101.54,87.69,4.51,0.4880441096489845
CONSUMER,Bullish,0.6007699698638633,0.529967159277504,12.2,13.35,11.53,0.14,0.4878173236415113
ADANIPORTS,Bullish,0.6160312178093199,0.4778325123152709,1526.19,1670.46,1442.67,24.92,0.48736262847377726
THEMISMED,Bullish,0.5935823353818639,0.5525451559934318,107.57,117.73,101.68,4.94,0.48734181886852534
RAYMONDREL,Bullish,0.6340623271165824,0.4202898550724638,508.53,556.6,480.7,25.26,0.48703338169824445
BALAJEE,Bullish,0.616080861150778,0.4761904761904762,41.1,44.99,38.86,1.49,0.4869972521477578
METALIETF,Bullish,0.6000749375357828,0.5287356321839081,10.42,11.41,9.85,0.24,0.4869573631037502
UTIBANKETF,Bullish,0.6083728325742441,0.5,62.1,67.97,58.7,0.75,0.4866982660593953
BLBLIMITED,Bullish,0.6041660467836298,0.5123152709359605,16.73,18.31,15.82,0.77,0.4863090248494833
OLAELEC,Bullish,0.621651264064491,0.45566502463054187,41.74,45.68,39.45,1.64,0.4862966538593161
DCMFINSERV,Bullish,0.59489953241145,0.5426929392446634,5.57,6.09,5.26,0.37,0.48607882976672834
TEGA,Bullish,0.5901211230544909,0.5582922824302134,1957.54,2142.58,1850.41,45.79,0.48585670131284364
IL&FSENGG,Bullish,0.60147441692615,0.5180623973727422,29.8,32.61,28.17,1.58,0.4855251615121434
VIPULLTD,Bullish,0.623471476718438,0.4462233169129721,8.74,9.57,8.26,0.59,0.4853658901678349
THANGAMAYL,Bullish,0.606297352205593,0.5004105090311987,3257.1,3564.99,3078.85,140.2,0.48513743797994324
VASCONEQ,Bullish,0.6166597034719103,0.46592775041050905,51.86,56.76,49.02,2.7,0.48492336944613773
KIRLOSIND,Bullish,0.5956592893103771,0.534072249589491,3561.52,3898.18,3366.61,108.17,0.4846456122385745
21STCENMGM,Bullish,0.6301939660947972,0.42241379310344823,38.44,42.08,36.34,1.18,0.4845974291004819
INDIANHUME,Bullish,0.5817633423236852,0.5808702791461412,405.67,444.01,383.47,11.9,0.48422961941523157
SATIA,Bullish,0.5818686780779239,0.5784072249589491,69.1,75.64,65.32,1.86,0.48374402579778797
DEN,Bullish,0.5905272727840021,0.5476190476190476,32.27,35.32,30.5,0.79,0.4836699567564207
EMUDHRA,Bullish,0.5907557168540578,0.5447454844006567,622.2,681.01,588.14,13.78,0.48317803376848306
RUBYMILLS,Bullish,0.5720361984120516,0.6116584564860427,229.36,251.04,216.81,7.24,0.4831780303171746
HUDCO,Bullish,0.6004810717228937,0.5114942528735632,241.95,264.83,228.71,6.37,0.4831456898919834
SHARIABEES,Bullish,0.5794726633133186,0.5833333333333334,514.71,563.37,486.54,7.52,0.4828938860944322
TORNTPOWER,Bullish,0.6248745461421028,0.4302134646962233,1323.58,1448.7,1251.15,26.21,0.4824565050837713
CHOICEIN,Bullish,0.6099727371898093,0.4770114942528736,822.89,900.68,777.86,15.57,0.4823692450420561
KORE,Bullish,0.6096819499522912,0.4761904761904761,168.14,184.03,158.94,9.43,0.48193906520038254
NIFTYBETF,Bullish,0.6038591347497558,0.49384236453201974,269.87,295.38,255.1,2.41,0.48159997002948507
INTENTECH,Bullish,0.5961351461241574,0.5176518883415435,129.54,141.79,122.45,6.57,0.48111728131366727
LICNMID100,Bullish,0.6029071315241745,0.4946633825944171,60.99,66.76,57.66,1.03,0.48103871134252285
RHL,Bullish,0.6082644611319186,0.4761904761904762,222.45,243.47,210.27,10.92,0.4808185740376118
MEDPLUS,Bullish,0.5939119766082359,0.5233990147783252,802.64,878.52,758.72,21.4,0.4806883633336609
TREL,Bullish,0.6053061143936544,0.4823481116584565,26.51,29.02,25.06,0.91,0.4799709731374314
SBIBPB,Bullish,0.6118012798756044,0.458128078817734,50.07,54.8,47.33,1.48,0.47919410591241923
IGARASHI,Bullish,0.6247176428069388,0.41707717569786534,484.71,530.53,458.18,20.0,0.4790527737123816
SNOWMAN,Bullish,0.60761697611356,0.46962233169129725,43.66,47.78,41.27,1.45,0.4787103861072021
FINOPB,Bullish,0.5806747524102909,0.5582922824302134,316.27,346.17,298.97,12.86,0.4780793445952707
AVONMORE,Bullish,0.575521538813841,0.5763546798029556,18.2,19.92,17.2,0.89,0.4779947361774069
EXCEL,Bullish,0.5973637094106393,0.4995894909688013,1.48,1.62,1.4,0.07,0.47779287824946204
MFML,Bullish,0.5868456486426953,0.5353037766830869,26.84,29.38,25.37,1.79,0.4777636660050054
NAGREEKCAP,Bullish,0.5913929664799583,0.5184729064039408,28.47,31.16,26.91,1.71,0.4774842719510599
SHARDACROP,Bullish,0.5736644351661919,0.5800492610837439,845.91,925.87,799.62,34.03,0.47730011379098436
MONQ50,Bullish,0.622380292537716,0.4166666666666667,100.08,109.54,94.6,2.51,0.4771582242789156
KHANDSE,Bullish,0.5913453800215311,0.5172413793103448,22.61,24.75,21.38,1.29,0.4771545480173734
PATINTLOG,Bullish,0.5929771411285992,0.5102627257799671,14.32,15.68,13.54,0.53,0.47681593762015606
HDFCQUAL,Bullish,0.5871452815595389,0.529967159277504,60.49,66.21,57.18,0.64,0.476754255716243
HERCULES,Bullish,0.5880452279445577,0.5238095238095238,176.66,193.36,166.99,5.95,0.4760366130979753
GEMAROMA,Bullish,0.5877910606041103,0.5242424242424243,171.86,188.1,162.45,8.81,0.475932640586116
RAMASTEEL,Bullish,0.5526461314778068,0.6518883415435139,9.98,10.92,9.43,0.28,0.4756931069304866
TARMAT,Bullish,0.5757321482408284,0.5652709359605912,52.03,56.95,49.18,1.99,0.475617149063975
VISAKAIND,Bullish,0.5904257258187822,0.5114942528735632,69.2,75.75,65.42,2.81,0.47505518169327304
JTEKTINDIA,Bullish,0.6222913421196051,0.40763546798029554,157.12,171.97,148.52,5.78,0.4748420142577676
MANKIND,Bullish,0.6113467942846426,0.44129720853858784,2263.76,2477.75,2139.88,42.89,0.4747223300775163
MSPL,Bullish,0.6130660222144133,0.4351395730706076,37.76,41.33,35.69,1.42,0.47454732819683815
AARTIIND,Bullish,0.572689033441593,0.5706075533661741,383.61,419.87,362.62,7.6,0.4743256953496544
DYNAMATECH,Bullish,0.5828506522713519,0.5344827586206896,8942.99,9788.35,8453.57,334.69,0.4743198411587553
ACUTAAS,Bullish,0.6051319594422558,0.45771756978653527,1848.6,2023.34,1747.43,68.15,0.4738709876157829
GAEL,Bullish,0.5949371179239222,0.4901477832512316,107.74,117.92,101.84,3.63,0.4736051145640681
SHAREINDIA,Bullish,0.6355900730229013,0.3624794745484401,170.63,186.76,161.29,6.61,0.47350938609275917
GLOBUSSPR,Bullish,0.5883624226576188,0.5119047619047619,1065.9,1166.66,1007.57,40.34,0.47349166394827424
EUREKAFORB,Bullish,0.6074988929068562,0.44622331691297207,651.24,712.8,615.6,20.77,0.472931404149656
FIVESTAR,Bullish,0.5761896655598158,0.5467980295566502,602.2,659.12,569.24,23.13,0.47173754884749447
PPAP,Bullish,0.5627862138963555,0.5931855500821018,231.55,253.44,218.88,13.78,0.47120638828530653
KEL,Bearish,0.5348017499590166,0.7023809523809524,128.55,116.28,135.66,7.28,0.4711348749638956
SHAKTIPUMP,Bullish,0.5819302267835242,0.5225779967159278,687.42,752.4,649.8,18.36,0.47079970892650636
HBLENGINE,Bullish,0.6085945890246265,0.4330870279146142,884.6,968.22,836.19,41.15,0.47058652212101254
MEDICO,Bullish,0.6129760622219799,0.41871921182266014,52.21,57.15,49.35,2.23,0.470451578789086
BIL,Bullish,0.5978311250754181,0.4651067323481117,914.2,1000.62,864.17,48.84,0.4699207874771801
VHLTD,Bullish,0.5721958941564523,0.5529556650246304,132.41,144.93,125.16,4.83,0.46987712096492906
INOXWIND,Bullish,0.5942089494243816,0.4766009852216748,134.9,147.65,127.52,4.15,0.46980559794390764
MOSCHIP,Bullish,0.5971405034725836,0.46551724137931033,221.1,242.0,209.0,9.66,0.46947598204051405
ROLLT,Bullish,0.5564140928829363,0.6042692939244664,1.21,1.32,1.14,0.06,0.46833803614415953
NDL,Bullish,0.5658510027110187,0.5689655172413793,3.13,3.42,2.95,0.08,0.4682904850022224
UPL,Bullish,0.6440496841493322,0.3144499178981937,765.31,837.65,723.42,14.7,0.4674383586108454
NGIL,Bullish,0.562195376359248,0.5775862068965517,28.14,30.8,26.6,1.3,0.46720374380199575
PARAGMILK,Bullish,0.5806390968640336,0.5106732348111659,339.19,371.25,320.62,14.23,0.46699019645977613
TRAVELFOOD,Bullish,0.5984227089125556,0.4507936507936508,1362.68,1491.49,1288.11,43.26,0.4669596884149402
JINDALSTEL,Bullish,0.5905384307679333,0.4766009852216749,1049.32,1148.51,991.89,22.7,0.46690353762686354
ECLERX,Bullish,0.5799257867410041,0.5127257799671593,4604.51,5039.76,4352.52,150.3,0.46689263257654245
MOTISONS,Bullish,0.5769346971766075,0.5229885057471264,17.27,18.9,16.32,0.76,0.46685290438199045
USHAMART,Bullish,0.5746316978666032,0.5238095238095238,431.3,472.06,407.69,16.06,0.46517804113010736
UTINIFTETF,Bullish,0.5779358821336894,0.5119047619047619,290.29,317.74,274.41,3.32,0.46510078133615956
S&SPOWER,Bullish,0.5790057682369711,0.5069786535303776,257.63,281.99,243.53,19.68,0.4648208868490233
LORDSCHLO,Bullish,0.5857749113291443,0.48234811165845654,180.25,197.29,170.38,10.34,0.4644839157320916
TOP15IETF,Bullish,0.550407585656825,0.6086956521739131,11.16,12.21,10.55,0.13,0.46425683311923505
NEULANDLAB,Bullish,0.5669048515243729,0.5472085385878489,16706.11,18285.3,15791.85,564.8,0.4642289810430291
MHRIL,Bullish,0.5696248513991006,0.5348932676518884,321.35,351.72,303.76,9.11,0.4636503100796948
MAMATA,Bearish,0.5471699548454739,0.617816091954023,419.39,379.35,442.58,11.46,0.4635221341622003
RBLBANK,Bullish,0.6115446503936486,0.3944991789819376,314.01,343.7,296.83,7.58,0.46342833523262533
DCXINDIA,Bullish,0.5823098241209507,0.4889162561576355,186.16,203.75,175.97,7.01,0.4632661901257809
KALYANKJIL,Bullish,0.5852157065343839,0.4774220032840722,503.5,551.1,475.95,12.29,0.4628873659074101
SASKEN,Bullish,0.5887293048091009,0.4634646962233169,1367.6,1496.88,1292.76,37.65,0.46237968224990633
ATLASCYCLE,Bullish,0.5662360219705377,0.5414614121510674,97.98,107.24,92.62,5.73,0.4623795956091107
SPIC,Bullish,0.5592535119031041,0.5669129720853859,87.37,95.63,82.59,2.13,0.4623713353747339
SPIC,Bullish,0.5592535119031041,0.5669129720853859,87.37,95.63,82.59,2.13,0.4623713353747339
BECTORFOOD,Bullish,0.5633509222040438,0.5472085385878489,1307.61,1431.21,1236.04,34.62,0.461318727262983
SKFINDIA,Bullish,0.5864880462841766,0.46428571428571425,1963.57,2149.18,1856.11,75.22,0.46081203636613877
BBTCL,Bullish,0.5657275618513121,0.535303776683087,206.02,225.5,194.75,10.12,0.4605709772838761
JITFINFRA,Bullish,0.5590364738502573,0.5591133004926109,302.5,331.1,285.95,13.7,0.46044777550622185
SEJALLTD,Bearish,0.5286257834155305,0.6748768472906405,918.38,830.7,969.15,43.53,0.4598783908925255
SIGNPOST,Bullish,0.584535812872464,0.4667487684729064,224.9,246.16,212.59,9.52,0.4598540360380911
TTL,Bearish,0.5443757814376121,0.611247947454844,9.33,8.44,9.85,0.52,0.45972490048171416
TARAPUR,Bullish,0.575814684845056,0.4942528735632184,36.18,39.6,34.2,2.27,0.4593280359568608
ELGIEQUIP,Bullish,0.5516719415514617,0.5808702791461412,506.27,554.12,478.56,14.82,0.4591830988053135
ADVENZYMES,Bullish,0.6051793554440692,0.39655172413793105,315.27,345.07,298.02,9.69,0.4591015799920525
MAWANASUG,Bullish,0.5538471344558167,0.5706075533661741,83.23,91.1,78.68,1.53,0.45872002400577
ROSSTECH,Bullish,0.5802494121061975,0.4761904761904761,793.75,868.78,750.31,43.62,0.4586733448077561
VTL,Bullish,0.5760190592855593,0.4876847290640394,431.55,472.34,407.93,13.0,0.4579777151166959
KIRIINDUS,Bullish,0.569017656491835,0.5114942528735632,593.25,649.33,560.78,21.43,0.4578302983267638
DCMSHRIRAM,Bearish,0.5479273823976887,0.5882594417077175,1222.76,1106.01,1290.35,44.65,0.45768581186486734
NAVINFLUOR,Bullish,0.5586178388693055,0.5463875205254515,5800.86,6349.2,5483.4,146.92,0.45725942968201766
DREAMFOLKS,Bullish,0.5712153595209124,0.5012315270935961,121.85,133.36,115.18,5.58,0.4572536744933412
BIKAJI,Bullish,0.5818278156828005,0.46469622331691296,717.67,785.51,678.39,12.66,0.45724596483709085
YESBANK,Bullish,0.5749700096544879,0.48809523809523814,23.03,25.21,21.77,0.44,0.45723805529666417
TALBROAUTO,Bullish,0.5649952655059168,0.5225779967159278,287.18,314.33,271.46,9.82,0.4570987969043764
COFORGE,Bearish,0.5394087794140563,0.6153530377668308,1909.11,1726.83,2014.63,42.71,0.45641600005264893
SIGACHI,Bullish,0.5941218768606168,0.41912972085385886,39.43,43.15,37.27,1.34,0.45607878067707447
SAMPANN,Bullish,0.57866292456162,0.47003284072249585,34.33,37.58,32.45,2.12,0.4559939860379663
BLUECOAST,Bullish,0.5530973550659397,0.5574712643678161,39.7,43.45,37.52,3.19,0.45519276577840556
HDFCGROWTH,Bullish,0.5665340523659309,0.5057471264367815,129.88,142.15,122.77,1.37,0.4545296190246204
KAUSHALYA,Bullish,0.5879169935101456,0.4322660098522168,912.94,999.24,862.98,42.86,0.45440480926966426
CALSOFT,Bullish,0.5729832065313384,0.4823481116584565,16.7,18.28,15.79,1.07,0.4543408709917624
EXXARO,Bearish,0.5277495938174361,0.6510673234811165,8.21,7.42,8.66,0.55,0.4540899624964475
UFO,Bullish,0.5705666706265624,0.4889162561576355,82.81,90.64,78.28,3.89,0.4539237305723637
AUTOIETF,Bullish,0.5603881188782428,0.5180623973727422,28.67,31.38,27.1,0.38,0.45235927625705113
COFFEEDAY,Bullish,0.5524704795062716,0.5463875205254515,36.65,40.12,34.65,1.47,0.45222747788813855
CAMPUS,Bullish,0.5820366953949921,0.44211822660098515,278.13,304.42,262.91,8.14,0.452153629870888
SHIVAMILLS,Bearish,0.5492239401312528,0.5578817733990147,60.89,55.08,64.26,2.93,0.45209517436419866
VGUARD,Bullish,0.5588571863188609,0.5221674876847291,341.9,374.22,323.19,7.38,0.452041132973187
PARADEEP,Bullish,0.5783130678987312,0.4540229885057471,159.76,174.87,151.02,6.07,0.45201481169096225
RHFL,Bullish,0.5678533845881146,0.4889162561576355,3.26,3.56,3.08,0.16,0.4517651310885739
KELLTONTEC,Bullish,0.5582606539083451,0.5221674876847291,19.75,21.61,18.67,0.81,0.4515586175948289
BHARATRAS,Bullish,0.5577876457849538,0.5233990147783252,10469.08,11458.7,9896.15,288.03,0.45145078917471876
TIJARIA,Bullish,0.5739349740236319,0.4651067323481117,6.61,7.24,6.25,0.43,0.45113739255355106
ADANIGREEN,Bullish,0.5666406894369612,0.4889162561576355,1044.4,1143.12,987.24,31.75,0.4508003514486169
TICL,Bullish,0.5564274996665763,0.5238095238095238,29.63,32.43,28.01,1.56,0.45044130925389514
ZAGGLE,Bullish,0.5611362267439244,0.5049261083743842,388.73,425.48,367.46,12.81,0.4500146685414329
