Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Manmade Spinners (I) Ltd.,MANMADE,Man-Made spinners (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Shukun Construction Ltd.,SHUKUN,Shukun Construction Ltd,Delisted,XT,1,INE171E01021, ,Equity,-,-,-,-
Tricom Fruit Products Limited,TRICOMFRU,Tricom Fruit Products Ltd,Active,XT,10,INE843F01014,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
Vidhi Specialty Food Ingredients Limited,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,B ,1,INE632C01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Anik Ship Breaking Industries Ltd.,ANIKSHIP,Anik Ship Breaking Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Bhagiradha Chemicals and Industries,BHAGCHEM,Bhagiradha Chemicals & Industries Ltd,Active,B ,1,INE414D01027,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Alpha Graphic India Ltd.,ALPGRAPH,Alpha Graphic India Ltd,Delisted,XT,5,INE952B01020,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Zen Global Finance Ltd.,ZENGLOB,Zen Global Finance Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Shivani Vanaspati Ltd.,SHIVANA,Shivani Vanaspati Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
GACM Technologies Limited,GATECH,GACM Technologies Ltd,Active,B ,1,INE224E01028,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
HRB Flouriculture Ltd.,HRBFLOR,HRB Floriculture Ltd,Suspended,Z ,10,INE284D01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
M.C.C.Investment & Leasing Co. Ltd.,MCCIL,MCC Investment & Leasing Company Ltd,Delisted,Z ,10,INE786C01012, ,Equity,-,-,-,-
Panchsheel Organic Ltd.,PANCHSHEEL,Panchsheel Organics Ltd,Active,X ,10,INE316G01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Menon Pistons Ltd.,MENNPIS,Menon Pistons Ltd,Active,X ,1,INE650G01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AMRIT BANASPATI COMPANY LTD,AMRITBANA,Amrit Banaspati Company Ltd,Delisted,B ,10,INE221G01029, ,Equity,-,-,-,-
Skylid Telecommunication Ltd.,SKYLIDTE,Skylid Telecomunication Ltd,Delisted,XD,10,INE169B01013, ,Equity,-,-,-,-
Capsein Bio-Lab Ltd.,CAPSEINDM,Capsein Bio-Lab Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Aarya Global Shares and Securities Ltd.,AARYAGLOBL,Aarya Global Shares and Securities Ltd,Delisted,Z ,10,INE233H01030, ,Equity,-,-,-,-
Mercury Fund Management Co. Ltd.,MERCFUND,Mercury Fund Management Company Ltd,Delisted,B ,10,INE047D01017, ,Equity,-,-,-,-
Bafna Spinning Mills & Exports Ltd.,BAFNASP,Bafna Spinning Mills & Exports Ltd,Delisted,XT,1,INE657F01034, ,Equity,-,-,-,-
Nicco Corporation Limited,NICCOCORQ,Nicco Corporation Ltd,Delisted,T ,10,INE241C01018, ,Equity,-,-,-,-
Prism Finance Ltd.,PRISMFN,Prism Finance Ltd,Active,P ,10,INE429Q01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SSP Polymer Industries Ltd.,SSPPOLY,SSP Polymer Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Greencrest Financial Services Limited,GREENCREST,Greencrest Financial Services Ltd,Active,X ,1,INE414C01045,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Silicon Valley Infotech Ltd.,SILICON,Silicon Valley Infotech Ltd,Suspended,XT,1,INE913A01024,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Gennex Laboratories Ltd,GENNEX,Gennex Laboratories Ltd,Active,X ,1,INE509C01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Pat-Parth Engineers Ltd.,PATPART,Pat-Parth Engineers Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Sterling (Gujarat) Hospitals Ltd.,STGUJHS,Sterling Gujarat Hospitals Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Skylead Chemicals Ltd.,SKYCHEM,Skylead Chemicals Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
Hira Automobiles Ltd.,HIRAUTO,Hira Automobiles Ltd,Active,P ,10,INE258Z01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Gini Silk Mills Ltd.,GINISILK,Gini Silk Mills Ltd-$,Active,X ,10,INE548B01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
SG Global Exports Ltd,SGLOBEX,SG Global Exports Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Prajay Engineers Syndicate Ltd.,PRAENG,Prajay Engineers Syndicate Ltd,Active,T ,10,INE505C01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Meca Quilts Ltd.,MECAQUI,Meca Quilts Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Grandleas Florex Ltd.,GRANFLO,Grandleas Florex Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Encore Software Ltd.,ENCORE,Encore Software Ltd-$,Delisted,XT,10,INE103B01012,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Sonell Clocks & Gifts Ltd.,SONCLOC,Sonell Clocks & Gifts Ltd,Delisted,P ,10,INE086P01019, ,Equity,-,-,-,-
BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,Biogen Pharmachem Industries Ltd,Active,X ,1,INE703D01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Fluid-Air (India) ltd.,FLUIDARDM,Fluid-Air (India ) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Fintech Communication Ltd.,FINCOM,Fintech Communication Ltd,Delisted,Z ,10,INE815B01011, ,Equity,-,-,-,-
Domino Leathers Ltd.,DOMILEADM,Domino Leather Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Liverpool Finance Ltd.,LIVERPO,Liverpool Finance Ltd,Delisted,X ,10,INE376D01010, ,Equity,-,-,-,-
R.K.Suitings Ltd.,RKSUITG,RK Suitings Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
G.k.Consultants Ltd.,GKCONS,GK Consultants Ltd,Active,X ,10,INE131D01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Exel Softwares Ltd.,EXELSOF,Exel Softwares Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Fusion Fittings (i) Ltd.,FUFITIN,Fusion Fittings (I) Ltd,Delisted,Z ,1,INE284L01019, ,Equity,-,-,-,-
APOLLO PIPES LIMITED,APOLLOPIPE,Apollo Pipes Ltd,Active,B ,10,INE126J01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Unjha Formulations Ltd.,UNJHAFOR,Unjha Formulations Ltd,Active,X ,10,INE576D01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Mazda Fabric Processors Ltd.,MZFABRI,Mazda Fabric Processors Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Supreme Telecom & Network India Ltd,SUPRTELE,Supreme Telecoms & Network India Ltd,Delisted,XD,10,INE310D01019, ,Equity,-,-,-,-
JMD Alloys Ltd.,JMDALOY,JMD Alloys Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Hindustan Compressors Ltd.,HNCOMPR,Hindustan Compressors Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Poly Medicure Ltd,POLYMED,Poly Medicure Ltd,Active,A ,5,INE205C01021,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
PFL Infotech Ltd.,PFLINFOTC,PFL Infotech Ltd,Active,X ,10,INE600F01018,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Shell Mercantile Corp.Ltd,SHELMER,Shell Mercantile Corporation Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
SHRADDHA PRIME PROJECTS LTD,SHRADDHA,Shraddha Prime Projects Ltd,Active,X ,10,INE311M01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Cheslind Textile Ltd,CHETEXT,CHETEXT,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Shalibhadra Infosec Ltd.,SHALIINF,Shalibhadra Infosec Ltd,Delisted,XD,10,INE302B01010, ,Equity,-,-,-,-
Tripex Overseas Ltd.,TRIPEXO,Tripex Overseas Ltd,Delisted,XD,10,INE360G01017, ,Equity,-,-,-,-
Cistro Telelink Ltd.,CISTRO,CISTRO Telelink Ltd,Suspended,XT,1,INE365C01023,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Intellvisions Software Ltd,INTELVIS,Intellvisions Software Ltd-$,Delisted,B ,10,INE600C01015, ,Equity,-,-,-,-
Kachchh Minerals Ltd.,KACHCHH,Kachchh Minerals Ltd,Active,XT,10,INE059E01010,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
Padmanabh Alloys & Polymers Ltd.,PADALPO,Padmanabh Alloys & Polymers Ltd,Active,X ,10,INE630U01014,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Kaiser Corporation Limited,KACL,Kaiser Corporation Ltd,Active,X ,1,INE229G01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Sapan Chemicals Limited,SAPANCHEM,Sapan Chemicals Ltd,Suspended,Z ,10,INE823E01035,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Oasis Media Matrix Ltd.,OASISME,Oasis Media Matrix Ltd,Delisted,XT,1,INE335D01024, ,Equity,-,-,-,-
Azure Exim Services Limited,AZUREEXIM,Azure Exim Services Ltd,Delisted,Z ,10,INE837F01016, ,Equity,-,-,-,-
KCL Infra Projects Limited,KCLINFRA,KCL Infra Projects Ltd,Active,X ,2,INE469F01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
American Paints (India) Ltd.,AMERPNT,American Paints (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Aesculapius Remedies Ltd.,AESCURE,Aesculapius Remedies Ltd,Delisted,Z ,10,INE965E01018, ,Equity,-,-,-,-
Aesculapius Remedies Ltd.,AESCREM,AESCREM,Delisted,Z ,10,-, ,Equity,-,-,-,-
Rhutu Udyog  (India) Ltd.,RHUTUDY,Rhutu Udyog India Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Universal Media Network Ltd.,UNIMEDIA,Universal Media Network Ltd,Delisted,XD,2,INE100B01026, ,Equity,-,-,-,-
Novagold Petro-Resources Ltd,NOVAGOLD,NovaGold Petro Resources Ltd,Delisted,Z ,10,INE517G01012,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
Maa Leafin And Capital Ltd.,MAALFNC,Maa Leafin & Capital Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Infraquest International Limited,INFRAQUEST,Infraquest International Ltd,Delisted,XT,10,INE786B01022,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Seshachal Technologies Ltd,SESHACHAL,Seshachal Technologies Ltd,Suspended,X ,10,INE331F01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Atul Auto Limited,ATULAUTO,Atul Auto Ltd-$,Active,B ,5,INE951D01028,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Srinivasa Ferro Alloys Ltd.,SRINFEA,Srinivassa Ferro Alloys Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Scan Projects Ltd,SCANPRO,Scan Projects Ltd,Active,X ,10,INE393D01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
Sharpscan & Prints Ltd.,SHARPRIN,Sharpscan & Prints Ltd,Delisted,XD,10,INE795C01013, ,Equity,-,-,-,-
Sheetal Bio-Agro Tech Limited,SHEETALB,Sheetal Bio Agro Tech Ltd,Delisted,XT,1,INE612C01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Manna Glass-Tech Industries Ltd.,MANNA,Manna Glass Tech Industries Ltd,Delisted,XD,10,INE552C01018, ,Equity,-,-,-,-
Prerna Infrabuild Limited,PRERINFRA,Prerna Infrabuild Ltd,Active,XT,10,INE426H01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Vir Developers Ltd.,VIRDEVE,Vir Developers Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Punjab Lease Financing Ltd.,PUNLSFN,Punjab Lease Financing Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
ING Vysya Bank Ltd.,INGVYSYABK,ING Vysya Bank Ltd,Delisted,B ,10,INE166A01011, ,Equity,-,-,-,-
Metal Coatings (India) Ltd.,METALCO,Metal Coatings India Ltd,Active,X ,10,INE161E01014,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SGN Telecoms Ltd.,SGNTE,SGN Telecoms Ltd,Active,X ,1,INE266C01023,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Ganga Papers India Ltd,GANGAPA,Ganga Papers India Ltd,Active,X ,10,INE278O01015,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Tirupati Sarjan Ltd.,TIRSARJ,Tirupati Sarjan Ltd,Active,X ,5,INE297J01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Panoramic Universal Limited,PANORAMUNI,Panoramic Universal Ltd,Delisted,Z ,5,INE194B01029, ,Equity,-,-,-,-
Hydroflex Equipments Ltd.,HYDEQUI,Hydroflex Equipments Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Nuway Organic Naturals (India) Ltd.,NUWAY,Nuway Organic Naturals India Ltd,Suspended,Z ,10,INE414L01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Finalysis Credit & Guaraantee Co.Lt,FINCR,Finalysis Credit & Guarantee Company Ltd,Delisted,Z ,10,INE977C01017, ,Equity,-,-,-,-
Munoth Financial Services Ltd.,MUNOTHFI,Munoth Financial Services Ltd,Active,X ,10,INE348D01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Rodium Realty Limited,RODIUM,Rodium Realty Ltd,Active,X ,10,INE513E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Arvind Remedies ltd.,ARVINDREM,Arvind Remedies Ltd,Delisted,Z ,10,INE211C01037, ,Equity,-,-,-,-
RCC Cements Ltd,RCCEMEN,RCC Cements Ltd,Suspended,XT,10,INE335N01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Dee Kartavya Finance Ltd.,DKARTAV,Dee Kartavya Finance Ltd,Delisted,XT,10,INE219N01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Himgiri Fincap Ltd.,HIMFINC,Himgiri Fincap Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Mandu Industries Ltd.,MANDUIN,Mandu Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Sanvan Software Ltd,SANVAN,Sanvan Software Ltd,Delisted,XD,10,INE156B01010, ,Equity,-,-,-,-
Todays Writing Instruments Ltd,TODAYS,Todays Writing Instruments Ltd,Delisted,Z ,10,INE944B01019, ,Equity,-,-,-,-
Unisys Softwares And Holdings Indus,UNISH,Unisys Softwares & Holding Industries Ltd,Delisted,XT,10,INE200B01016,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
Nagarjuna Agritech Ltd.,NAGTECH,Nagarjuna Agri Tech Ltd,Active,XT,10,INE793H01017,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Kripal Springs (India) Ltd.,KRIPSPG,Kripal Springs (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Natura Hue Chem Ltd.,NATHUEC,Natura Hue Chem Ltd,Active,X ,10,INE487B01019,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Eicher Limited,EICHERLTD,Eicher Ltd,Delisted,T ,10,INE065A01023, ,Equity,-,-,-,-
Niryat-Sam Apparels (India) Ltd.,NIRSA,Niryat Sam Apparels India Ltd,Delisted,Z ,10,INE645D01018, ,Equity,-,-,-,-
Globe Stocks & Securities Ltd.,GLOSS,Globe Stocks & Securities Ltd,Delisted,Z ,10,INE060C01012, ,Equity,-,-,-,-
SMS Techsoft (India) Limited,SMSTECH,SMS Techsoft (India) Ltd,Delisted,Z ,1,INE648B01024,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
J.J.Spectrum Silk Ltd.,JJSPECT,JJ Spectrum Silk Ltd,Delisted,B ,10,INE893B01018, ,Equity,-,-,-,-
IEC Education Limited,IECEDU,IEC Education Ltd,Active,X ,10,INE172B01017,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Indus Finance Limited,INDUSFINL,Indus Finance Ltd,Active,X ,10,INE935D01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Lahoti Overseas Ltd.,LAHOTIOV,Lahoti Overseas Ltd-$,Active,XT,2,INE515C01023,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
MYM Technologies Ltd.,MYMTECH,MYM Technologies Ltd,Delisted,XT,10,INE378B01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Winsome Diamonds and Jewellery Limited,SU-RAJD,SU-RAJD,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,Active,B ,10,INE318D01020,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Trinity League India Limited,TRINITYLEA,Trinity League India Ltd,Active,XT,10,INE884X01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Asian Star Co. Ltd.,ASTAR,Asian Star Company Ltd-$,Active,B ,10,INE194D01017,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
Regent Agro Products Ltd.,REGEAGP,Regent Agro Products Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Kamal Overseas Ltd,KAMAOVR,Kamal Overseas Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Rohit Tissue Ltd.,ROHITIS,Rohit Tissue Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Consortex Karl Doelitzch (India) Lt,APOWERTOOL,Consortex Karl Doelitzsch India Ltd,Delisted,B ,10,INE870A01018, ,Equity,-,-,-,-
Shiva Sutex Ltd.,SHIVTEX,Shiva Sutex Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Funworld And Tourism Devlopment Ltd,FUNWTRD,Funworld & Tourism Development Ltd,Delisted,XT,10,INE288H01018, ,Equity,-,-,-,-
Prabhav Industries Limited,PRABHAVIN,Prabhav Industries Ltd,Suspended,XT,10,INE538J01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Arhant Suedes Ltd.,ARHSUED,Arhant suedes Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL,Oriental Rail Infrastructure Ltd,Active,B ,1,INE457G01029,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
Global e-Solutions Ltd,GLOES,Global e-Solutions Ltd,Delisted,Z ,10,INE553D01014, ,Equity,-,-,-,-
Joindre Capital Services Ltd.,JOINDRE,Joindre Capital Services Ltd,Active,X ,10,INE024B01010,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
Bharat Agri Fert and Realty Ltd,BHARATAGRI,Bharat Agri Fert & Realty Ltd,Active,X ,1,INE842D01029,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
Sigrun Holdings Limited,SIGRUN,Sigrun Holdings Ltd,Suspended,XT,1,INE633D01022,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
Pal Distilleries Ltd.,PALDISTDM,Pals Distilleries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Volant Textile Mills Ltd.,VOLTM,Volant Textile Mills Ltd,Delisted,Z ,1,INE962D01025, ,Equity,-,-,-,-
Aagam Capital Limited,AAGAMCAP,Aagam Capital Ltd,Suspended,XT,10,INE817D01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
Unitech International Ltd,UNITINT,Unitech International Ltd,Active,XT,10,INE929K01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
VIF Airways Ltd.,VIFAIRW,VIF Airways Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Sacheta Metals Ltd.,SACHEMT,Sacheta Metals Ltd,Active,X ,2,INE433G01020,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
Popular Estate Management Ltd,POPULARES,Popular Estate Management Ltd,Active,X ,10,INE370C01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Global Syntex (Bhilwara) Ltd.,GLOBSYN,Global Syntex Bhilwara Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
PNB Equity Growth Fund - 1993,PEQGRTRDM,PNB Equity Growth Fund - 1993,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Venus Power Ventures (India) Ltd,VENUSPOWR,Venus Power Ventures (India) Ltd,Delisted,Z ,10,INE836G01016, ,Equity,-,-,-,-
IFB Industries Limited,IFBINDL,IFBINDL,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Ghanshyam Steel Works ltd.,GHANS,Ghanshyam Steel Works Ltd,Delisted,P ,10,INE993C01014, ,Equity,-,-,-,-
Dwarkesh Finance Ltd.,DWARKFN,Dwarkesh Finance Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Anjani Finance Ltd,ANJANIFIN,Anjani Finance Ltd,Active,X ,10,INE283D01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Pioneer Distilleries Ltd.,PIONDIST,Pioneer Distilleries Ltd,Delisted,B ,10,INE889E01010,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
Lyons Industrial Enterprises Ltd,LYOIE,Lyons Industrial Enterprises Ltd,Delisted,B ,10,INE333B01015, ,Equity,-,-,-,-
Gujarat Metallic Coal & Coke Ltd,GMETCOAL,Gujarat Metallic Coal & Coke Ltd-$,Suspended,Z ,100,INE146F01020,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Kwality Limited,KWALITY,Kwality Ltd,Delisted,B ,1,INE775B01025,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
Dividend I-NIT '95   [open ended],IDBIMUT,IDBIMUT,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Growing I-NIT '95 [open ended],IDBIGRO,IDBIGRO,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
SVA India Ltd,SVAINDIA,SVA India Ltd,Active,P ,10,INE763K01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Scope Industries (India) Limited,SCOPEIND,Scope Industries (India) Ltd,Delisted,Z ,10,INE747C01014, ,Equity,-,-,-,-
Tacent Projects Limited,TACENT,Tacent Projects Ltd,Suspended,XT,10,INE149D01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
Rexnord Electronics & Controls Ltd.,REXNORD,Rexnord Electronics & Controls Ltd,Active,X ,10,INE687C01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
INTEGRATED INDUSTRIES LIMITED,IIL,Integrated Industries Ltd,Active,X ,1,INE882B01037,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
Snowcem India ltd.,SNOWCEMIND,Snowcem India Ltd,Delisted,B ,10,INE734A01016, ,Equity,-,-,-,-
Condequip Engineers (India) ltd.,CONEQUE,Condequip Engineers India Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Khandwala Securities Ltd.,KHANDSE,Khandwala Securities Ltd,Active,B ,10,INE060B01014,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
SAWACA ENTERPRISES LIMITED,SAWACA,Sawaca Enterprises Ltd,Active,X ,1,INE248B01023,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Vatsa Music Ltd,VATSAMUS,Vatsa Music Ltd,Delisted,B ,10,INE816A01011, ,Equity,-,-,-,-
Global Knitfab Ltd.,GLOKNIT,Global Knitfab Ltd,Delisted,P ,10,INE010901010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Dhan 88(1) Units,LICDHNMDM,LIC -Dhan 88 (India),Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Accentia Technologies Ltd.,ACCENTECH,Accentia Technologies Ltd-$,Delisted,Z ,10,INE122B01012, ,Equity,-,-,-,-
Sanguine Media Ltd.,SANGUI,Sanguine Media Ltd,Suspended,XT,10,INE617F01038,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
Trywell International Ltd.,TRYWLIN,Trywell International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
CCL International Ltd,CCLINTER,CCL International Ltd,Active,X ,10,INE778E01031,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Sterling Webnet Limited,STERWEB,Sterling Webnet Ltd,Delisted,XT,1,INE313B01025,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
Gallops Enterprise  Limited,GALLOPENT,Gallops Enterprise Ltd,Active,X ,10,INE755J01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
