Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
National Flask Industries Ltd.,NATFLASK,National Flask Industries Ltd,Delisted,XT,10,INE350B01019, ,Equity,-,-,-,-
Globus Corporation Ltd.,GLOBUSCOR,Globus Corpooration Ltd-$,Delisted,Z ,2,INE774B01028,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Accurate Exports Ltd.,ACCUEXPO,Accurate Exports Ltd,Delisted,XD,10,INE062B01010, ,Equity,-,-,-,-
Bilati (Orissa) Ltd.,BILATOR,Bilati (Orissa) Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Divine Entertainment Limited,DIVINEENT,Divine Entertainment Ltd,Delisted,X ,10,INE376B01014, ,Equity,-,-,-,-
Shree Rubber Industries Ltd.,SHRUBER,Shree Rubber Industries Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
CROISSANCE LIMITED,CROISSANCE,Croissance Ltd,Active,X ,1,INE587J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Madhuveer Com 18 Network Limited,MADHUVEER,Madhuveer Com 18 Network Ltd,Active,X ,10,INE312M01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
Galaxy Agrico Exports Ltd.,GALAGEX,Galaxy Agrico Exports Ltd,Active,X ,10,INE803L01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Greenfield Corp Ltd.,GRFLDCO,Greenfield Corp Ltd,Delisted,Y ,10,NA          ,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST,Gopal Iron & Steels Company Gujarat Ltd,Active,X ,10,INE641H01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Regency Spin-tex Ltd.,REGSPIN,Regency Spin-Tex Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
GSPL (India) Ltd.,GSPLIND,GSPL (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Kumar's Mettalurgical Corporation L,KUMETAL,Kumars Metallurgical Corporation Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Twinstar Industries Limited,TWINSTAR,Twinstar Industries Ltd,Suspended,Z ,10,INE070B01013,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Hindustan Appliances Ltd,HINDAPL,Hindustan Appliances Ltd,Active,X ,10,INE02XD01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Mudit Finlease Ltd.,MUDITFN,Mudit Finlease Ltd,Delisted,X ,10,INE220D01010, ,Equity,-,-,-,-
Suryoday Allo-Metal Powders Ltd.,SURYODAL,Suryoday Allo-Metal Powders Ltd,Delisted,X ,10,INE804C01013, ,Equity,-,-,-,-
Agarwal Industrial Corporation Limited,AGARIND,Agarwal Industrial Corporation Ltd,Active,B ,10,INE204E01012,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
Volplast Ltd.,VOLPLAST,Volplast Ltd,Delisted,X ,10,INE489C01013, ,Equity,-,-,-,-
Dhampure Speciality Sugars Ltd.,DHAMPURE,Dhampure Specialty Sugars Ltd,Active,X ,10,INE956B01013,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
Alps Infosys Ltd,ALPSINFO,Alps Infosys Ltd,Delisted,XD,10,INE098B01014, ,Equity,-,-,-,-
Shantanu Sheorey Aquakult ltd.,SHAQUAK,Shantanu Sheorey Aquakult Ltd,Active,X ,10,INE545N01019,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
Partap Industries Ltd.,PRTINDL,Partap Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Nexcen Softech Ltd.,NEXCEN,Nexcen Softech Ltd,Delisted,X ,10,INE180B01010, ,Equity,-,-,-,-
Golden Carpets Limited.,GOLCA,Golden Carpets Ltd,Suspended,XT,10,INE595D01015,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
Innocorp Limited,INNOCORP,Innocorp Ltd,Suspended,XT,10,INE214B01017,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Sarthak Industries Ltd.,SARTHAKIND,Sarthak Industries Ltd,Active,XT,10,INE074H01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Sai Capital Ltd.,SAICAPI,Sai Capital Ltd,Active,X ,10,INE531X01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
C.G.Impex Ltd.,CGIMPEX,CG Impex Ltd,Delisted,XT,10,INE060F01015, ,Equity,-,-,-,-
Washington Softwares Ltd.,WASHISOF,Washington Softwares Ltd,Delisted,X ,10,INE163B01016, ,Equity,-,-,-,-
Supreme Tex Mart Ltd.,SUPREMETEX,Supreme Tex Mart Ltd,Delisted,XT,5,INE651G01027, ,Equity,-,-,-,-
Asean Industrial Structures Limited,ASINSTR,Asean Industrial Structures Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Blue Chip India Ltd,BLUECHIP,Blue Chip India Ltd,Suspended,T ,2,INE657B01025,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
Beckons Industries Ltd.,BECKONIN,Beckons Industries Ltd,Delisted,Z ,10,INE955B01015, ,Equity,-,-,-,-
Mohindra Fasteners Ltd.,MOHFAST,Mohindra Fasteners Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Genus Commu-Trade Ltd.,GENIUSCO,Genus Commu Trade Ltd,Delisted,XT,10,INE577B01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Vintage Foods & Industries Ltd.,VINTAFD,Vintage Foods & Industries Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
Indus-e-Solutions Ltd.,INESODM,Indus e-Solutions Ltd,Delisted,B ,10,INE203B01010, ,Equity,-,-,-,-
Millennium Cybertech Ltd,MILLENCY,Millennium Cybertech Ltd,Delisted,XT,10,INE525D01038, ,Equity,-,-,-,-
CSJ Technologies Ltd,CSJTEC,CSJ Technologies Ltd,Delisted,XD,10,INE734C01012, ,Equity,-,-,-,-
LEXORAA INDUSTRIES LIMITED,LEXORAA,Lexoraa Industries Ltd,Active,X ,10,INE185D01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Sunitee Chemicals Ltd.,SUNITEE,Sunitee Chemicals Ltd,Delisted,XT,1,INE714C01022,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Chadha Papers Ltd.,CHADPAP,Chadha Papers Ltd,Active,X ,10,INE669W01018,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
KGN Agro Internationals Ltd.,KGNAGRO,KGN Agro Internationals Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
South Asian Mushrooms Ltd.,SOASMUS,South Asian Mushrooms Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Neha Exports Ltd.,NEHAEXP,Neha Exports Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Vertex Securities Ltd.,VERTEX,Vertex Securities Ltd,Active,X ,2,INE316D01024,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Prominent Securities Ltd.,PROTSEC,Prominent Securities Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Riba Textiles Ltd.,RIBATEX,Riba Textiles Ltd,Active,X ,10,INE811H01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
GCCL Construction And Realities Ltd,GCCL,GCCL Construction & Realities Ltd,Suspended,XT,10,INE775C01015,Real Estate related services,Equity,Consumer Discretionary,Realty,Realty,Real Estate related services
Nirman Cements Ltd.,NIRMANC,Nirman Cements Ltd,Delisted,Z ,10,INE162E01012, ,Equity,-,-,-,-
Proline Software & Finance Ltd,PROLINSO,Proline Software & Finance Ltd,Delisted,XD,10,INE303B01018, ,Equity,-,-,-,-
Ind Tax Shield Plan A,INBKITA,Indian Bank Mutual Fund(PLAN-A),Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Ind Tax Shield Plan B,INBKITB,Indian Bank Mutual fund(PLAN-B),Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Eider Telecom Ltd.,EIDERTELE,Eider Telecom Ltd,Delisted,B ,10,INE210B01015, ,Equity,-,-,-,-
Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Ltd,Active,X ,1,INE997D01021,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Kashyap Tele-Medicines Limited,KASHYAP,Kashyap Tele-Medicines Ltd,Active,XT,1,INE108B01029,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
Heruk Agro Foods Ltd.,HERUKAG,Heruk Agro Foods Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Shree Metalloys Limited,SHREMETAL,Shree Metalloys Ltd,Active,X ,10,INE914B01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Universal Credit & Securities Ltd.,UNICRSE,Universal Credit & Securities Ltd,Delisted,Z ,1,INE607F01039,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Enjayes Natural Flavours Ltd.,ENJNATF,Enjayes Natural Flavours Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Poonam Rasayan Ltd.,PONAMRS,Poonam Rasayan Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Bank of Madura Ltd,BNKMADM,Bank of Madura Ltd,Delisted,B ,10,INE456A01016, ,Equity,-,-,-,-
Kesar Greenfeild International Ltd.,KESGRIN,Kesar Greenfield International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
IITL PROJECTS LIMITED,IITLPROJ,IITL Projects Ltd,Active,X ,10,INE786E01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Narain Jewels International Ltd.,NARJEWL,Narain Jewels International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Vrundavan Securities Ltd.,VRUNDSE,Vrundavan Securities Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Hari Govind International Ltd.,HARIGOV,Hari Govind International Ltd,Active,P ,10,INE167F01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Trident Tools Limited,TRIDETOOL,Trident Tools Ltd,Suspended,Z ,10,INE179D01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Morinda Overseas Industries Ltd.,MORINOV,Morinda Overseas & Industries Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Indo Korea Exports Ltd.,INDOKOR,Indo Korea Exports Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
ITL Finlease & Securities Ltd.,ITLFNLS,ITL Finlease & Securities Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Kedia Infotech Ltd.,KEDIN,Kedia Infotech Ltd,Delisted,XT,1,INE245D01025, ,Equity,-,-,-,-
Chartered Logistics Ltd,CHLOGIST,Chartered Logistics Ltd,Active,X ,1,INE558F01026,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
Ambika Cotton Mills Ltd.,AMBIKCO,Ambika Cotton Mills Ltd,Active,B ,10,INE540G01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,Hind Aluminium Industries Ltd-$,Active,X ,10,INE227B01019,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
Senthil Infotek Limited,SENINFO,Senthil Infotek Ltd,Active,XT,10,INE564B01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Vishal Papertech (India) Ltd.,VISHPAP,Vishal Papertech India Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Spectrum Foods Limited,SPECFOOD,Spectrum Foods Ltd,Active,X ,10,INE547C01018,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
Numero Uno Projects Ltd.,NUMUP,Numero Uno Projects Ltd,Delisted,Z ,10,INE411A01011, ,Equity,-,-,-,-
Gujarat Fiscon Ltd.,GUJFISC,Gujarat Fiscon Ltd,Delisted,XD,10,INE554D01012, ,Equity,-,-,-,-
Gaylord Industries Ltd.,GAYLORD,Gaylord Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Al-Amanat Finance & Capital Service,ALAMFIN,Al-Amanat Finance & Capital Services Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
CLC Global Ltd.,CLCGLOBL,CLC Global Ltd,Delisted,B ,10,INE072F01010, ,Equity,-,-,-,-
Janice Textiles Ltd.,JANTE,Janice Textiles Ltd,Delisted,P ,10,INE090E01015, ,Equity,-,-,-,-
Deccan Polypacks Ltd,DECPO,Deccan Polypacks Ltd,Active,XT,10,INE132E01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Amraworld Agrico Ltd.,AMRAAGRI,Amraworld Agrico Ltd,Active,X ,1,INE735C01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Golden Tourist Resorts And Develope,GLDTORE,Golden Tourist Resorts & Developer Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Scruples Clothing Ltd.,SCRUCLT,Scruples Clothing Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Auto Pins (India) Ltd.,AUTOPINS,Auto Pins (India) Ltd,Active,XT,10,INE706C01028,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Shivam Apperals Exports Ltd,SHIAE,Shivam Apperals Export Ltd,Delisted,Z ,10,INE687D01010, ,Equity,-,-,-,-
Odyssey Corporation Ltd.,ODYCORP,Odyssey Corporation Ltd,Active,X ,5,INE839E01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
VUENOW INFRATECH LIMITED,VUENOW,Vuenow Infratech Ltd,Active,X ,10,INE164D01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
IFSL LTD,IFSLLTD,IFSL Ltd,Delisted,Z ,1,INE414F01022, ,Equity,-,-,-,-
Anan Drugs & Chem Ltd.,ANANDRU,Anan Drug & Chem Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Brother Floratech (India) Ltd.,BROTFLR,Brother Floratech (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Inducto Steels ltd.,INDCTST,Inducto Steel Ltd,Active,XT,10,INE146H01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Dina Iron & Steel Ltd.,DINIRST,Dina Iron & Steel Ltd,Delisted,P ,10,INE649G01013,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Sam Industries Ltd.,SAMINDUS,Sam Industries Ltd,Active,X ,10,INE653D01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KCS Financial Services Ltd.,KCSFINA,KCS Financial Services Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Shree Vatsaa Finance & Leasing Ltd.,SHVFL,Shree Vatsaa Finance & leasing Ltd,Active,X ,10,INE981C01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Jvg Departmental Stores Ltd.,JVGDEST,JVG Departmental Stores Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Gowri Polymers Ltd,GOWRIPL,Gowri Polymers Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
NetVision Web Technologies Ltd.,NETVIS,NetVision Web Technologies Ltd,Delisted,X ,10,INE286D01011, ,Equity,-,-,-,-
VASHU BHAGNANI INDUSTRIES LIMITED,POOJAENT,Vashu Bhagnani Industries Ltd,Active,XT,10,INE147C01017,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
Shivgarh Resorts Ltd.,SHIVGAR,Shivgarh Resorts Ltd,Delisted,XD,10,INE780A01019, ,Equity,-,-,-,-
Naval Technoplast Industries Ltd.,NAVALTC,Naval Technoplast Industries Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Gravity (India) Ltd.,GRAVITY,Gravity India Ltd-$,Active,XT,10,INE995A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ESPIRE HOSPITALITY LIMITED,ESPIRE,Espire Hospitality Limited,Active,XT,10,INE176O01011,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
JK Lakshmi Cement Limited,JKCORLT,JKCORLT,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Fairdeal Trade Link Ltd.,FAIRDTR,Fairdeal Trade Link Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
LCC Infotech Ltd.,LCCINFOTEC,LCC Infotech Ltd,Active,B ,2,INE938A01021,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
Vinsari Fruitech Ltd.,VINSFRJ,Vinsari Fruitech Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Senbo Industries Ltd.,SENBO,Senbo Industries Ltd,Delisted,Z ,10,INE792C01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Filatex Fashions Ltd,FILATFASH,Filatex Fashions Ltd,Active,B ,1,INE185E01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
Sankardev Coke Products Ltd.,SANCOKE,Sankardev Coke Products Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
AARCON FACILITIES LIMITED,AARCON,Aarcon Facilities Ltd,Active,P ,10,INE056J01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Sowbhagya Media Limited,SOWBHAGYA,Sowbhagya Media Ltd,Delisted,Z ,10,INE826D01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
Western India Cottons Ltd.,THEWEST,Western India Cottons Ltd,Delisted,X ,10,INE078F01017, ,Equity,-,-,-,-
Bonanza Biotech Ltd.,BONANZAB,Bonanza Biotech Ltd,Delisted,XD,10,INE050C01013, ,Equity,-,-,-,-
Surya Fun City Ltd.,SURFUNC,Surya Fun City Ltd,Delisted,P ,10,INE122F01013,Amusement Parks/ Other Recreation,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
Sindhu Trade Links Limited,SINDHUTRAD,Sindhu Trade Links Ltd,Active,B ,1,INE325D01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
MCS Ltd,MCSLMTD,MCSLMTD,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Sarang Chemicals Ltd.,SARCHEM,Sarang Chemicals Ltd,Delisted,XT,1,INE003E01026,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Basil Chemicals &Additives Ltd.,BASILCH,Basil Chemicals & Additives Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Jain Studios Ltd.,JAINSTUDIO,Jain Studios Ltd,Suspended,Z ,10,INE486B01011,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
Safal Herbs Limited,SAFALHBS,Safal Herbs Ltd,Delisted,Z ,1,INE880M01020,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
Unistar Multimedia Ltd,UNISTRMU,Unistar Multimedia Ltd,Suspended,Z ,10,INE808C01014,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
Top Media Entertainment Ltd.,TOPMEDIA,Top Media Entertainment Ltd,Delisted,X ,1,INE049C01023, ,Equity,-,-,-,-
Giriraj Print Plast Ltd.,GIRIRAJ,Giriraj Print Plast Ltd,Delisted,X ,10,INE855D01013, ,Equity,-,-,-,-
Emmsons International Limited,EMMSONS,Emmsons International Ltd-$,Suspended,Z ,10,INE073C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Zenotech Laboratories Limited,ZENOTECH,Zenotech Laboratories Ltd,Active,X ,10,INE486F01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Rasdhara Agro Exports Ltd.,RASAGEX,Rasdhara Agro Exports Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Hindustan Bio Sciences Ltd.,HINDBIO,Hindustan Bio Sciences Ltd,Active,X ,2,INE597C01021,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Frontline Corporation Limited,FRONTCORP,Frontline Corporation Ltd,Active,XT,10,INE092D01013,Road Transport,Equity,Services,Services,Transport Services,Road Transport
Skip Plastics Ltd.,SKIPLAS,Skip Plastics Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Pasupati Technofab ltd.,PASUFAB,Pasupati Technofab Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Nexxoft Infotel Ltd.,NEXXOFT,Nexxoft Infotel Ltd,Delisted,Z ,10,INE249H01010, ,Equity,-,-,-,-
